customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_fiber optic,InternetService_no,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
4316-xcslj,0,0,0,1,0.22535211267605634,1,0,1,0,0,0,0,0,1,0.3189054726368159,0.0955458112162474,0,0,0,0,0,0,0,1
0186-caerr,0,0,0,0,0.9859154929577465,1,1,1,1,1,1,1,1,1,0.9756218905472637,0.9566985921993999,0,1,0,1,0,0,0,0
5233-geeax,0,1,0,0,0.09859154929577466,0,0,0,0,1,0,0,0,1,0.11094527363184076,0.02343641818601431,1,0,0,0,0,0,1,0
4657-fwvfy,1,0,1,1,0.5492957746478874,1,1,0,1,1,0,1,0,1,0.7771144278606964,0.4496422801753981,0,1,0,0,0,1,0,0
4140-wjaww,1,0,0,0,0.056338028169014086,1,0,0,0,0,0,0,0,0,0.015920398009950265,0.010298869143780292,1,0,1,0,0,1,0,0
3317-vlgqt,1,0,1,0,0.18309859154929578,1,0,0,0,0,0,0,1,1,0.5955223880597014,0.12734825755827373,0,1,0,0,0,0,1,0
3256-ezdbi,0,1,1,0,0.7042253521126761,0,0,0,1,0,0,0,0,1,0.11144278606965174,0.16623009462266328,0,0,0,0,0,1,0,0
9068-fhqhd,1,0,1,1,0.5492957746478874,1,0,0,0,0,0,0,0,0,0.018905472636815884,0.08753173321024695,0,0,1,0,1,0,0,0
2176-lvpnx,1,1,0,0,0.9859154929577465,1,1,1,1,1,1,1,1,0,0.7124378109452736,0.7240537733671821,0,0,0,0,1,0,0,1
4077-cromm,1,0,1,1,0.4225352112676057,1,1,0,0,1,1,1,1,1,0.8552238805970148,0.37210362335564273,1,1,0,0,0,0,1,0
2129-alkbs,1,0,1,1,0.5492957746478874,1,1,0,0,0,0,0,0,1,0.07910447761194028,0.12216708977613663,0,0,1,0,0,0,1,0
9360-omdzz,0,0,0,0,0.323943661971831,1,1,0,0,0,0,1,1,1,0.7547263681592039,0.26587237479806136,0,1,0,0,0,0,1,0
6840-resvb,0,0,1,1,0.323943661971831,1,1,1,0,1,1,1,1,1,0.6621890547263681,0.22752134779598432,0,0,0,1,0,0,0,1
9633-xqabv,1,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,1,0.5174129353233831,0.024336487422109393,0,1,0,0,0,0,1,0
7593-xfkdi,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.27910447761194024,0.0031733210246942065,1,0,0,0,0,0,0,1
4213-hkbjo,1,0,0,0,0.4507042253521127,1,1,0,0,0,0,0,0,0,0.07412935323383085,0.09315716593584122,0,0,1,0,1,1,0,0
2761-ociax,0,1,0,0,0.014084507042253521,1,0,0,1,0,0,0,0,1,0.5616915422885572,0.0169166858989153,1,1,0,0,0,0,1,0
4939-kyypy,0,0,0,0,0.36619718309859156,1,1,0,0,1,1,0,0,0,0.4099502487562189,0.18380452342487885,0,0,0,0,0,0,1,0
6425-yqllo,1,1,1,0,0.9154929577464789,1,1,0,0,1,1,1,1,1,0.872636815920398,0.802729056081237,1,1,0,1,0,1,0,0
2812-enymo,0,0,0,0,0.35211267605633806,0,0,1,0,0,1,1,1,0,0.3611940298507462,0.15509462266328178,0,0,0,1,0,1,0,0
8361-lbrdi,1,0,0,0,0.8028169014084507,1,1,0,0,0,0,0,0,0,0.06069651741293533,0.16213362566351258,0,0,1,0,1,1,0,0
6661-hbgwl,1,1,0,0,0.5774647887323944,1,1,0,1,1,0,1,1,1,0.8606965174129354,0.49672859450726975,1,1,0,0,0,0,0,0
1697-nvvgy,0,1,1,0,0.25352112676056343,1,0,1,0,1,0,1,0,0,0.4791044776119403,0.1462324024924994,0,0,0,0,0,0,0,0
6352-twcau,1,0,0,0,0.47887323943661975,1,1,0,0,0,0,1,0,1,0.6786069651741293,0.34736902838679895,1,1,0,0,0,0,1,0
2379-gyflq,0,0,0,0,0.6338028169014085,1,1,0,1,1,0,1,0,1,0.7626865671641792,0.5082102469420724,0,1,0,1,0,1,0,0
3482-abpkk,1,0,0,0,0.3802816901408451,1,0,1,0,0,1,0,0,0,0.35870646766169145,0.17626355873528735,0,0,0,1,0,0,0,1
5197-lqxxh,1,0,1,0,0.9859154929577465,1,1,0,1,1,1,1,1,1,0.6472636815920397,0.6780175398107546,0,0,0,0,1,1,0,0
2717-hvizy,1,0,0,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.01670897761366259,0,0,1,0,0,0,0,1
8734-dkstz,1,0,1,1,0.1267605633802817,1,1,0,0,0,0,0,1,0,0.6736318407960199,0.09690745441957074,0,1,0,0,0,0,1,0
3181-mizbn,0,0,1,1,0.2112676056338028,1,0,0,0,0,0,0,0,0,0.014925373134328346,0.03399492268636049,0,0,1,0,0,0,1,0
9355-nppfs,1,1,0,0,0.35211267605633806,1,0,0,0,0,0,0,1,1,0.6024875621890546,0.22932148626817447,0,1,0,0,0,0,1,0
2485-itvkb,1,0,1,0,0.014084507042253521,0,0,0,0,0,0,0,1,1,0.16766169154228855,0.0057639049157627515,1,0,0,0,0,0,1,0
2842-bcqge,0,0,0,0,0.5915492957746479,1,1,0,0,0,0,0,0,1,0.5681592039800994,0.3626355873528733,0,1,0,0,0,1,0,0
4942-vzzom,0,0,1,0,0.8873239436619719,1,1,1,0,0,0,1,0,1,0.47661691542288565,0.5046965151165475,0,0,0,1,0,1,0,0
0201-mibol,1,1,0,0,0.9154929577464789,1,1,1,0,0,0,1,1,1,0.8373134328358208,0.744639972305562,0,1,0,0,1,0,0,0
8993-izeux,0,0,0,0,0.08450704225352114,1,0,0,0,0,0,0,0,0,0.5064676616915423,0.05421763212554812,0,1,0,0,0,0,0,0
6469-mrvet,0,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.0001615508885298867,0,0,1,1,0,0,1,0
7147-aybaa,0,0,0,0,0.5070422535211268,1,0,0,0,0,0,0,0,1,0.5184079601990049,0.292418647588276,0,1,0,0,0,0,0,1
4072-ipylt,1,0,1,1,0.49295774647887325,1,0,1,0,0,0,0,0,0,0.3263681592039801,0.20726978998384493,0,0,0,0,0,1,0,0
0650-bwozn,1,1,0,0,0.23943661971830985,1,0,0,1,0,0,0,0,1,0.5502487562189055,0.1547022847911378,0,1,0,0,0,0,1,0
3771-pzobw,0,0,0,0,0.26760563380281693,1,1,0,0,1,0,1,0,1,0.7208955223880598,0.20338679898453726,0,1,0,0,0,1,0,0
5766-zjybb,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.011442786069651711,6.923609508423679e-05,1,0,1,0,0,0,0,1
3736-blepa,0,0,0,0,0.3802816901408451,1,0,0,1,0,1,1,0,1,0.7263681592039801,0.284427648280637,0,1,0,1,0,0,0,0
7563-biupc,0,0,0,0,0.056338028169014086,1,0,0,0,0,0,1,0,1,0.6203980099502486,0.04578236787445188,1,1,0,0,0,0,1,0
8563-oymqy,0,0,0,0,0.22535211267605634,1,0,0,1,1,0,0,1,1,0.7233830845771144,0.18386798984537273,0,1,0,0,0,1,0,0
2908-ztpnf,1,0,0,0,0.49295774647887325,0,0,0,1,0,1,0,0,1,0.16517412935323383,0.1440572351719363,0,0,0,0,0,0,0,0
0426-tirne,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.026368159203980085,0.00024232633279483006,1,0,1,0,0,0,0,1
0859-ygkfw,0,0,1,1,0.23943661971830985,1,0,0,0,0,0,0,0,0,0.01791044776119402,0.037745211170090005,0,0,1,1,0,0,0,0
0404-swrvg,0,0,0,0,0.02816901408450704,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.024319178398338335,1,1,0,0,0,0,1,0
2378-vtkdh,0,1,1,0,0.9014084507042254,1,1,0,1,1,0,1,1,1,0.8567164179104477,0.7569524578813756,0,1,0,0,0,0,1,0
0114-igabw,1,0,1,0,0.9859154929577465,0,0,0,1,1,1,1,1,0,0.3980099502487562,0.4762404800369259,0,0,0,0,1,0,0,0
6022-uggso,1,1,0,0,0.4366197183098592,1,0,0,1,0,0,0,0,1,0.5587064676616916,0.2605758135241172,1,1,0,0,0,0,1,0
2003-cklor,0,0,0,0,0.9154929577464789,1,0,0,1,1,0,1,1,0,0.808457711442786,0.7721786291253173,1,1,0,0,0,0,1,0
1143-nmnqj,1,0,0,0,0.014084507042253521,1,1,0,0,0,0,0,1,1,0.6711442786069651,0.017424417262866376,1,1,0,0,0,0,1,0
6900-rbker,0,0,0,0,0.7183098591549296,1,1,0,0,1,0,0,1,1,0.708457711442786,0.5260731594738057,0,1,0,0,1,1,0,0
6994-kerxl,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,1,1,0.3746268656716417,0.02535195015001154,0,0,0,0,0,0,1,0
4723-begsg,0,0,1,0,1.0,1,1,1,0,1,1,1,1,0,0.6805970149253732,0.7010673897992153,0,0,0,0,1,1,0,0
4955-vcwbi,1,0,1,1,0.5915492957746479,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.09221670897761368,0,0,1,1,0,0,0,1
8207-vvmyb,1,0,1,0,0.971830985915493,1,1,0,0,0,0,0,0,1,0.0771144278606965,0.2294195707362105,0,0,1,0,1,0,0,0
3727-rjmeo,0,0,1,0,0.07042253521126761,1,1,0,0,0,0,1,0,1,0.6427860696517412,0.05094045695822756,1,1,0,0,0,0,1,0
2808-chtdm,1,0,1,1,0.3098591549295775,1,1,0,0,0,0,0,0,0,0.0681592039800995,0.06838795291945535,0,0,1,0,1,0,0,1
2709-uqgnp,0,0,0,0,0.1267605633802817,1,0,1,0,0,0,0,0,1,0.3323383084577114,0.0583544888068313,0,0,0,0,0,0,0,1
0739-uuajr,1,0,1,1,1.0,0,0,1,0,1,0,1,1,1,0.353731343283582,0.45391760904684975,0,0,0,0,1,1,0,0
1456-twcgb,0,0,0,0,0.04225352112676056,1,0,0,1,0,0,0,0,0,0.30845771144278605,0.021884375721209322,0,0,0,0,0,0,0,1
8410-bgqxn,0,0,0,0,0.04225352112676056,1,0,0,0,0,0,0,0,0,0.011442786069651711,0.00860835448880683,0,0,1,0,0,0,0,1
8874-ejnsr,0,0,1,1,0.5352112676056339,1,1,0,0,0,0,0,0,0,0.06915422885572137,0.11183360258481423,0,0,1,0,1,0,0,1
8361-ltmkd,0,1,1,0,0.04225352112676056,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.033210246942072474,1,1,0,0,0,0,0,1
0461-cvkmu,1,0,1,1,0.3098591549295775,1,0,0,1,1,1,0,0,0,0.6522388059701492,0.21710708516039698,1,1,0,0,0,0,1,0
4741-wwjqz,1,0,1,0,0.014084507042253521,1,0,1,0,0,1,0,0,1,0.6159203980099502,0.020280406185091162,0,1,0,0,0,0,1,0
6663-jocqo,0,0,1,1,0.4225352112676057,1,1,1,1,0,1,0,1,1,0.5671641791044776,0.26837064389568427,0,0,0,1,0,0,0,0
9722-ujojr,0,0,1,1,0.3943661971830986,1,0,0,0,0,0,0,0,1,0.5223880597014925,0.22570966997461345,1,1,0,0,0,0,1,0
3556-bvqgl,1,0,1,0,0.26760563380281693,1,0,0,0,0,0,0,0,1,0.01741293532338306,0.04588622201707824,0,0,1,1,0,0,0,1
8981-fjgla,0,0,0,1,0.14084507042253522,1,1,0,0,1,0,0,0,1,0.5945273631840796,0.09612277867528271,0,1,0,0,0,0,0,1
0640-yjtpy,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.027363184079601977,0.17019963074082622,0,0,1,0,1,0,0,0
0897-fegmu,1,0,1,0,0.14084507042253522,1,1,0,0,1,0,1,1,1,0.808457711442786,0.11979575351950152,1,1,0,0,0,0,1,0
7853-wnzsy,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.014925373134328346,0.0001096238172167089,0,0,1,0,0,1,0,0
4123-dvhph,0,0,1,0,0.11267605633802817,1,1,1,0,0,0,0,1,1,0.6945273631840796,0.09029540733902608,0,1,0,0,0,0,1,0
1642-hmarx,1,0,1,0,0.943661971830986,1,1,1,1,1,1,1,1,1,0.7308457711442786,0.739199169166859,0,0,0,0,1,0,1,0
8550-xsxuq,0,0,1,0,0.6619718309859155,1,1,0,1,1,0,0,1,1,0.5203980099502488,0.39253404108008305,0,0,0,1,0,1,0,0
6892-ezdtg,1,0,1,0,0.04225352112676056,1,1,0,1,0,0,1,0,1,0.7303482587064677,0.03999538426032772,1,1,0,0,0,0,1,0
6416-jnvrk,1,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,1,0,0.37213930348258706,0.30810639279944607,0,0,0,1,0,1,0,0
4143-hhpmk,0,0,0,0,0.7183098591549296,1,0,0,1,0,0,0,1,1,0.6676616915422885,0.4984768059081468,1,1,0,0,0,0,1,0
7359-wwyjv,0,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.9572139303482586,0.9642568659127625,0,1,0,0,1,1,0,0
5196-wpyow,0,0,1,1,0.9295774647887325,1,0,1,1,0,1,0,0,0,0.4159203980099502,0.45871797830602357,0,0,0,1,0,0,0,1
4334-howrp,0,1,1,0,1.0,0,0,1,1,1,1,1,1,1,0.46467661691542295,0.5224094161089314,0,0,0,0,1,1,0,0
7470-mcqtk,1,0,1,0,0.16901408450704225,0,0,0,0,1,0,1,1,1,0.3034825870646766,0.07092084006462036,1,0,0,0,0,0,0,0
2000-mpkca,1,0,0,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.890547263681592,0.7285887375951996,0,1,0,1,0,0,1,0
1303-srdok,1,0,1,1,0.7605633802816901,1,0,0,0,0,0,0,0,1,0.5054726368159204,0.44124163397184396,0,1,0,0,1,1,0,0
3411-wlrsq,1,1,1,0,0.02816901408450704,1,0,0,1,0,0,0,0,1,0.5606965174129352,0.025415416570505424,0,1,0,0,0,0,0,0
9770-lxdbk,1,0,0,0,0.02816901408450704,1,0,0,0,0,0,0,0,0,0.021393034825870627,0.005117701361643203,0,0,1,0,0,0,0,1
6621-nrzak,1,0,1,1,0.8732394366197184,1,0,0,0,0,0,0,0,0,0.01741293532338306,0.13737018232171708,0,0,1,0,1,1,0,0
8450-jovah,0,0,1,1,0.014084507042253521,1,1,1,0,0,0,0,0,0,0.38258706467661696,0.010933533348719132,1,0,0,0,0,0,0,1
5155-azqpb,1,0,1,1,0.3802816901408451,1,1,0,0,0,0,0,0,0,0.31492537313432833,0.16056427417493654,0,0,0,0,0,0,0,1
2984-miizl,0,0,0,0,0.04225352112676056,1,0,0,0,1,0,0,0,1,0.5626865671641791,0.03497576736672052,1,1,0,0,0,0,0,0
5125-cndsp,0,0,0,1,0.8732394366197184,0,0,1,1,0,1,0,0,1,0.22238805970149256,0.29657858296792056,0,0,0,1,0,0,0,0
0928-xutsn,1,0,0,0,0.16901408450704225,1,0,0,0,0,0,0,1,1,0.6194029850746269,0.11458573736441265,0,1,0,0,0,0,1,0
3642-byhdo,1,0,1,1,0.9859154929577465,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.15815255019616895,0,0,1,0,1,0,0,0
7560-qrbxh,1,0,0,1,0.6619718309859155,1,0,0,0,0,0,0,0,0,0.01691542288557213,0.1059196861297023,0,0,1,1,0,0,0,1
3970-xgjdu,1,0,0,0,0.8591549295774649,1,0,0,0,0,0,0,0,1,0.009452736318407956,0.12749249942303256,0,0,1,0,1,1,0,0
2408-tzmjl,0,0,1,0,0.8169014084507042,1,1,1,1,1,0,1,1,1,0.9144278606965174,0.741893607200554,1,1,0,1,0,0,1,0
2211-rmnho,1,0,1,1,0.943661971830986,1,1,0,1,1,1,1,1,0,0.6671641791044776,0.6394184168012924,0,0,0,0,1,0,0,0
4560-wqaqw,1,0,0,0,0.8169014084507042,1,1,1,0,0,1,0,1,0,0.5019900497512438,0.46759173782598656,0,0,0,1,0,0,0,0
7693-qpefs,0,1,0,0,0.7183098591549296,1,1,0,0,0,0,0,0,1,0.5442786069651742,0.43975882760212326,0,1,0,0,0,0,0,0
0883-eibti,1,0,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,0,0.01243781094527363,0.0014712670205400415,1,0,1,0,0,0,0,1
8791-gfxlz,0,0,0,0,0.15492957746478872,1,0,0,1,0,0,0,0,1,0.30646766169154227,0.0662647126702054,0,0,0,0,0,0,0,0
0302-joivn,1,0,1,0,0.09859154929577466,1,0,0,1,1,0,1,1,0,0.8248756218905472,0.09509577659819987,1,1,0,0,0,0,1,0
4742-txuex,1,0,1,1,0.647887323943662,1,0,0,0,0,0,0,0,0,0.010447761194029848,0.10058850680821603,0,0,1,0,1,0,0,0
2809-zmyoq,1,0,0,0,0.4366197183098592,1,1,0,0,1,0,1,1,1,0.8268656716417909,0.3826563581813986,0,1,0,0,0,0,1,0
5804-lepim,1,1,0,0,0.014084507042253521,1,0,0,0,0,0,0,0,1,0.5184079601990049,0.013876067389799216,1,1,0,0,0,0,1,0
4585-hetai,1,0,1,1,0.04225352112676056,1,0,0,0,1,0,0,0,1,0.5522388059701492,0.03538541426263559,1,1,0,0,0,0,1,0
0668-ogmhd,1,0,1,0,0.28169014084507044,0,0,1,0,0,0,0,0,0,0.10199004975124376,0.07045349642280176,0,0,0,0,0,0,1,0
6946-lmsqs,0,1,1,0,0.33802816901408456,1,1,1,0,0,0,0,1,1,0.7044776119402985,0.24909416108931456,1,1,0,1,0,0,1,0
3345-pbbfh,0,0,1,0,0.09859154929577466,1,0,0,1,0,0,0,0,1,0.3114427860696517,0.04323217170551581,0,0,0,0,0,0,0,0
1293-hhshj,1,0,0,0,0.47887323943661975,1,0,0,0,0,0,0,0,0,0.028358208955223896,0.08333717978306024,0,0,1,1,0,0,0,1
7623-hkyrk,0,0,0,1,0.07042253521126761,1,0,0,0,0,0,0,0,0,0.014427860696517386,0.010714285714285714,0,0,1,0,0,0,0,1
3966-hrmza,1,1,0,0,0.02816901408450704,1,0,0,0,1,0,0,0,0,0.5651741293532337,0.02124394184168013,0,1,0,0,0,0,0,1
6476-epyzr,0,0,1,1,0.15492957746478872,1,0,0,0,0,0,0,0,0,0.02238805970149252,0.027313639510731597,0,0,1,0,0,0,0,1
9912-gvseq,1,1,1,0,0.35211267605633806,1,1,0,1,1,0,0,1,1,0.7522388059701491,0.2726459727671359,1,1,0,0,0,0,1,0
0885-hmgpy,0,0,0,0,0.8591549295774649,1,1,1,1,1,1,0,0,0,0.5089552238805971,0.4868105238864528,0,0,0,0,1,0,0,0
2005-dwqzj,1,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.007960199004975133,0.021105469651511652,0,0,1,0,1,0,0,1
8980-wqfwl,1,0,0,0,0.47887323943661975,1,0,0,0,1,0,0,1,1,0.43631840796019905,0.23970690053081006,0,0,0,0,0,0,1,0
1163-onyey,0,0,1,1,0.5633802816901409,1,1,1,1,1,0,1,0,1,0.5601990049751243,0.3467285945072698,0,0,0,0,0,1,0,0
0643-oklrp,1,1,1,0,0.647887323943662,1,1,1,0,0,0,0,0,0,0.617910447761194,0.43930879298407566,1,1,0,0,0,0,1,0
2197-omwgi,1,1,1,1,0.943661971830986,0,0,0,1,1,0,1,1,1,0.345771144278607,0.419738056773598,0,0,0,0,1,0,1,0
9953-zmksm,0,0,0,0,0.8732394366197184,1,1,0,0,0,0,0,0,0,0.06965174129353235,0.17776367412877914,0,0,1,0,1,0,0,1
5373-sfodm,0,1,1,0,0.49295774647887325,1,1,0,0,0,0,0,1,1,0.6666666666666666,0.35932956381260095,1,1,0,0,0,1,0,0
2469-dtsgx,1,1,0,0,1.0,1,1,0,1,1,1,1,1,0,0.9293532338308458,0.9144530348488346,0,1,0,0,1,0,1,0
4976-lnfvv,0,1,1,0,0.25352112676056343,0,0,0,1,1,0,0,0,1,0.15970149253731342,0.06442995615047312,0,0,0,0,0,1,0,0
1565-rhdjd,1,0,0,1,0.04225352112676056,1,1,0,1,1,0,0,0,0,0.6547263681592039,0.0363201015462728,1,1,0,0,0,0,0,0
2798-nylmz,0,0,1,0,0.9859154929577465,1,1,1,0,1,1,1,1,1,0.8985074626865671,0.876667435956612,0,1,0,0,1,1,0,0
1226-jznkr,1,0,1,1,0.09859154929577466,1,0,0,0,0,0,0,0,0,0.015422885572139305,0.01629933071774752,0,0,1,1,0,0,1,0
7777-unyhb,1,0,1,1,0.15492957746478872,1,0,0,0,0,0,0,0,1,0.01840796019900498,0.02464804984998846,0,0,1,0,0,1,0,0
4083-bfnyk,1,1,1,0,0.5211267605633804,1,1,1,1,0,0,0,1,0,0.763681592039801,0.41223747980613895,0,1,0,1,0,1,0,0
1755-fzqec,0,0,0,0,0.5352112676056339,1,0,0,0,0,0,0,0,0,0.01641791044776117,0.0891241633971844,0,0,1,1,0,0,0,1
4505-exzhb,1,1,0,0,0.07042253521126761,1,0,0,0,1,0,0,0,0,0.5587064676616916,0.04792291714747289,1,1,0,0,0,0,1,0
8625-azyzy,0,0,1,0,0.323943661971831,1,1,0,1,1,0,1,1,1,0.8597014925373135,0.2912127855988922,1,1,0,0,0,0,1,0
9621-oupyd,1,0,1,0,0.33802816901408456,1,0,0,0,0,0,0,0,1,0.019402985074626844,0.056438956842834065,0,0,1,1,0,0,0,0
7780-otdso,0,0,1,0,0.23943661971830985,1,1,1,0,0,0,1,1,1,0.8074626865671642,0.1989556888991461,1,1,0,0,0,0,1,0
1402-pthgn,1,0,1,1,0.23943661971830985,1,0,1,1,0,1,0,0,1,0.43034825870646765,0.1233152550196169,0,0,0,1,0,0,0,1
8092-nltgf,0,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0.06467661691542287,0.20295407339026078,0,0,1,0,1,0,0,0
5569-idsey,0,0,1,0,0.9859154929577465,1,1,0,1,1,0,1,1,1,0.8701492537313432,0.8600680821601662,0,1,0,1,0,0,0,0
8152-uobny,1,1,0,0,0.6901408450704226,1,1,0,1,0,1,1,1,1,0.8810945273631839,0.6149492268636049,0,1,0,1,0,0,1,0
1241-ezfmj,0,0,1,0,0.8450704225352113,1,1,0,0,0,0,0,0,0,0.07164179104477608,0.17537502884837294,0,0,1,0,1,0,0,0
2103-zrxfn,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0.3233830845771144,0.003686822063235633,0,0,0,0,0,0,0,1
3090-letty,0,0,0,1,0.014084507042253521,1,1,1,1,0,0,0,0,0,0.4248756218905473,0.01336256635125779,0,0,0,0,0,0,0,0
