customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_fiber optic,InternetService_no,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check,sentiment_category,final_sentiment_score,topic,topic_prob
4942-vzzom,0,0,1,0,0.8873239436619719,1,1,1,0,0,0,1,0,1,0.4766169154228856,0.5046965151165475,0,0,0,1,0,1,0,0,Very Positive,0.952363011932373,Card credit payments dsl,1.0
0201-mibol,1,1,0,0,0.9154929577464788,1,1,1,0,0,0,1,1,1,0.8373134328358208,0.744639972305562,0,1,0,0,1,0,0,0,Very Positive,0.9215453486442566,Five transfer bank extremely,0.9726336342862212
8993-izeux,0,0,0,0,0.0845070422535211,1,0,0,0,0,0,0,0,0,0.5064676616915423,0.0542176321255481,0,1,0,0,0,0,0,0,Very Positive,0.8541806764125823,Transfer bank quality fast,1.0
6469-mrvet,0,0,1,1,0.0,1,0,0,0,0,0,0,0,1,0.0194029850746268,0.0001615508885298,0,0,1,1,0,0,1,0,Very Positive,0.965443141746521,-1 internet service provider overall,0.0
7147-aybaa,0,0,0,0,0.5070422535211268,1,0,0,0,0,0,0,0,1,0.5184079601990049,0.292418647588276,0,1,0,0,0,0,0,1,Very Positive,0.9044394730091094,Downtime consistently highly complaints,1.0
4072-ipylt,1,0,1,1,0.4929577464788732,1,0,1,0,0,0,0,0,0,0.3263681592039801,0.2072697899838449,0,0,0,0,0,1,0,0,Very Positive,0.7281632930278779,-1 internet service provider overall,0.0
0650-bwozn,1,1,0,0,0.2394366197183098,1,0,0,1,0,0,0,0,1,0.5502487562189055,0.1547022847911378,0,1,0,0,0,0,1,0,Very Positive,0.8232484087944031,-1 internet service provider overall,0.0
3771-pzobw,0,0,0,0,0.2676056338028169,1,1,0,0,1,0,1,0,1,0.7208955223880598,0.2033867989845372,0,1,0,0,0,1,0,0,Very Positive,0.9586667885303496,Downtime provider highly connection,0.7952206192524979
5766-zjybb,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0114427860696517,6.923609508423679e-05,1,0,1,0,0,0,0,1,Negative,-0.3320162658214569,Sign disappoint area unfortunately,0.74600411486057
3736-blepa,0,0,0,0,0.3802816901408451,1,0,0,1,0,1,1,0,1,0.7263681592039801,0.284427648280637,0,1,0,1,0,0,0,0,Very Positive,0.7741336381912232,Transfer bank quality fast,1.0
7563-biupc,0,0,0,0,0.056338028169014,1,0,0,0,0,0,1,0,1,0.6203980099502486,0.0457823678744518,1,1,0,0,0,0,1,0,Very Negative,-0.878527783727646,Ago recently switch frequent,0.487463257066672
8563-oymqy,0,0,0,0,0.2253521126760563,1,0,0,1,1,0,0,1,1,0.7233830845771144,0.1838679898453727,0,1,0,0,0,1,0,0,Very Positive,0.9235987498283388,Card credit quality fast,0.3847748445138041
2908-ztpnf,1,0,0,0,0.4929577464788732,0,0,0,1,0,1,0,0,1,0.1651741293532338,0.1440572351719363,0,0,0,0,0,0,0,0,Very Positive,0.9339108031749724,Transfer bank dsl years,1.0
0426-tirne,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.02636815920398,0.0002423263327948,1,0,1,0,0,0,0,1,Very Negative,-0.888810203742981,Sign disappoint area unfortunately,1.0
0859-ygkfw,0,0,1,1,0.2394366197183098,1,0,0,0,0,0,0,0,0,0.017910447761194,0.03774521117009,0,0,1,1,0,0,0,0,Very Positive,0.7368519451141358,Transfer bank though even,1.0
0404-swrvg,0,0,0,0,0.028169014084507,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.0243191783983383,1,1,0,0,0,0,1,0,Neutral,-0.063605451965332,Unfortunately recently switch frequent,1.0
2378-vtkdh,0,1,1,0,0.9014084507042254,1,1,0,1,1,0,1,1,1,0.8567164179104477,0.7569524578813756,0,1,0,0,0,0,1,0,Very Positive,0.8650016191482544,-1 internet service provider overall,0.0
0114-igabw,1,0,1,0,0.9859154929577464,0,0,0,1,1,1,1,1,0,0.3980099502487562,0.4762404800369259,0,0,0,0,1,0,0,0,Very Positive,0.8582461668491363,Transfer bank dsl years,1.0
6022-uggso,1,1,0,0,0.4366197183098592,1,0,0,1,0,0,0,0,1,0.5587064676616916,0.2605758135241172,1,1,0,0,0,0,1,0,Neutral,-0.0879948749542236,Quality plan no receive,0.3135823117658864
2003-cklor,0,0,0,0,0.9154929577464788,1,0,0,1,1,0,1,1,0,0.808457711442786,0.7721786291253173,1,1,0,0,0,0,1,0,Very Negative,-0.7380441685676575,Better deal decide ultimately,0.9844727541280864
1143-nmnqj,1,0,0,0,0.0140845070422535,1,1,0,0,0,0,0,1,1,0.6711442786069651,0.0174244172628663,1,1,0,0,0,0,1,0,Neutral,-0.1004310467720031,Cancel ultimately decide recently,1.0
6900-rbker,0,0,0,0,0.7183098591549296,1,1,0,0,1,0,0,1,1,0.708457711442786,0.5260731594738057,0,1,0,0,1,1,0,0,Very Positive,0.9408461448669434,Excellent without extremely loyal,0.9529597129560622
6994-kerxl,0,0,0,0,0.0422535211267605,1,0,0,0,0,0,0,1,1,0.3746268656716417,0.0253519501500115,0,0,0,0,0,0,1,0,Very Positive,0.6555715592861175,Far mail monthtomonth flexibility,1.0
4723-begsg,0,0,1,0,1.0,1,1,1,0,1,1,1,1,0,0.6805970149253732,0.7010673897992153,0,0,0,0,1,1,0,0,Very Positive,0.82950662856102,Card credit payments dsl,1.0
4955-vcwbi,1,0,1,1,0.5915492957746479,1,0,0,0,0,0,0,0,0,0.017412935323383,0.0922167089776136,0,0,1,1,0,0,0,1,Very Positive,0.8985598454475403,Mail though even years,0.7059747031233876
8207-vvmyb,1,0,1,0,0.971830985915493,1,1,0,0,0,0,0,0,1,0.0771144278606965,0.2294195707362105,0,0,1,0,1,0,0,0,Very Positive,0.7233359826087952,Transfer bank though even,1.0
3727-rjmeo,0,0,1,0,0.0704225352112676,1,1,0,0,0,0,1,0,1,0.6427860696517412,0.0509404569582275,1,1,0,0,0,0,1,0,Very Negative,-0.939566192483902,Unfortunately recently switch frequent,1.0
2808-chtdm,1,0,1,1,0.3098591549295775,1,1,0,0,0,0,0,0,0,0.0681592039800995,0.0683879529194553,0,0,1,0,1,0,0,1,Very Positive,0.8294249592781067,Mail though even years,1.0
2709-uqgnp,0,0,0,0,0.1267605633802817,1,0,1,0,0,0,0,0,1,0.3323383084577114,0.0583544888068313,0,0,0,0,0,0,0,1,Very Positive,0.8765603007793427,-1 internet service provider overall,0.0
0739-uuajr,1,0,1,1,1.0,0,0,1,0,1,0,1,1,1,0.353731343283582,0.4539176090468497,0,0,0,0,1,1,0,0,Very Positive,0.9366469549179076,Card credit payments dsl,1.0
1456-twcgb,0,0,0,0,0.0422535211267605,1,0,0,1,0,0,0,0,0,0.308457711442786,0.0218843757212093,0,0,0,0,0,0,0,1,Very Positive,0.8372482553958893,Flexibility need monthtomonth give,1.0
8410-bgqxn,0,0,0,0,0.0422535211267605,1,0,0,0,0,0,0,0,0,0.0114427860696517,0.0086083544888068,0,0,1,0,0,0,0,1,Very Positive,0.8636470282554627,Far mail monthtomonth flexibility,1.0
8874-ejnsr,0,0,1,1,0.5352112676056339,1,1,0,0,0,0,0,0,0,0.0691542288557213,0.1118336025848142,0,0,1,0,1,0,0,1,Very Positive,0.6421413104534149,Mail though even years,0.7171560399808916
8361-ltmkd,0,1,1,0,0.0422535211267605,1,1,0,0,0,0,0,0,1,0.5587064676616916,0.0332102469420724,1,1,0,0,0,0,0,1,Negative,-0.2327095369338989,Cancel ultimately decide recently,0.9164667660740218
0461-cvkmu,1,0,1,1,0.3098591549295775,1,0,0,1,1,1,0,0,0,0.6522388059701492,0.2171070851603969,1,1,0,0,0,0,1,0,Neutral,0.083048283958435,Cancel ultimately decide recently,1.0
4741-wwjqz,1,0,1,0,0.0140845070422535,1,0,1,0,0,1,0,0,1,0.6159203980099502,0.0202804061850911,0,1,0,0,0,0,1,0,Very Positive,0.805375951051712,Quality plan no receive,1.0
6663-jocqo,0,0,1,1,0.4225352112676057,1,1,1,1,0,1,0,1,1,0.5671641791044776,0.2683706438956842,0,0,0,1,0,0,0,0,Very Positive,0.7357923235416413,Transfer bank dsl years,1.0
9722-ujojr,0,0,1,1,0.3943661971830986,1,0,0,0,0,0,0,0,1,0.5223880597014925,0.2257096699746134,1,1,0,0,0,0,1,0,Neutral,-0.0887475072860717,Better deal decide ultimately,1.0
3556-bvqgl,1,0,1,0,0.2676056338028169,1,0,0,0,0,0,0,0,1,0.017412935323383,0.0458862220170782,0,0,1,1,0,0,0,1,Very Positive,0.9674383420467376,Oneyear not mail twoyear,0.8796540396059985
8981-fjgla,0,0,0,1,0.1408450704225352,1,1,0,0,1,0,0,0,1,0.5945273631840796,0.0961227786752827,0,1,0,0,0,0,0,1,Very Positive,0.7374073411941529,Quality plan no receive,1.0
0640-yjtpy,0,0,1,1,1.0,1,0,0,0,0,0,0,0,0,0.0273631840796019,0.1701996307408262,0,0,1,0,1,0,0,0,Positive,0.5094134561061859,Though even bank transfer,1.0
0897-fegmu,1,0,1,0,0.1408450704225352,1,1,0,0,1,0,1,1,1,0.808457711442786,0.1197957535195015,1,1,0,0,0,0,1,0,Neutral,-0.0689517994880676,Decide ultimately providers find,0.4702621099567209
7853-wnzsy,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.0149253731343283,0.0001096238172167,0,0,1,0,0,1,0,0,Very Positive,0.9613918688774108,Card credit though even,0.5804602046805958
4123-dvhph,0,0,1,0,0.1126760563380281,1,1,1,0,0,0,0,1,1,0.6945273631840796,0.090295407339026,0,1,0,0,0,0,1,0,Very Positive,0.9006493194580079,Able positive fast quality,0.6656109627707814
1642-hmarx,1,0,1,0,0.943661971830986,1,1,1,1,1,1,1,1,1,0.7308457711442786,0.739199169166859,0,0,0,0,1,0,1,0,Very Positive,0.9220584764003754,-1 internet service provider overall,0.0
8550-xsxuq,0,0,1,0,0.6619718309859155,1,1,0,1,1,0,0,1,1,0.5203980099502488,0.392534041080083,0,0,0,1,0,1,0,0,Very Positive,0.9150689441204072,-1 internet service provider overall,0.0
6892-ezdtg,1,0,1,0,0.0422535211267605,1,1,0,1,0,0,1,0,1,0.7303482587064677,0.0399953842603277,1,1,0,0,0,0,1,0,Very Negative,-0.7745466851711273,Unfortunately recently switch frequent,1.0
6416-jnvrk,1,0,0,0,0.6338028169014085,1,0,0,0,0,0,0,1,0,0.372139303482587,0.308106392799446,0,0,0,1,0,1,0,0,Very Positive,0.90679582362175,Look ensure reliability provider,0.9219715210390332
4143-hhpmk,0,0,0,0,0.7183098591549296,1,0,0,1,0,0,0,1,1,0.6676616915422885,0.4984768059081468,1,1,0,0,0,0,1,0,Negative,-0.3556083627700805,Better deal decide ultimately,1.0
7359-wwyjv,0,0,1,0,1.0,1,1,1,1,1,1,1,1,0,0.9572139303482586,0.9642568659127624,0,1,0,0,1,1,0,0,Very Positive,0.9574729459285736,Credit card extremely fast,1.0
5196-wpyow,0,0,1,1,0.9295774647887324,1,0,1,1,0,1,0,0,0,0.4159203980099502,0.4587179783060235,0,0,0,1,0,0,0,1,Very Positive,0.9579751165866852,-1 internet service provider overall,0.0
4334-howrp,0,1,1,0,1.0,0,0,1,1,1,1,1,1,1,0.4646766169154229,0.5224094161089314,0,0,0,0,1,1,0,0,Very Positive,0.7905840022563935,Card credit payments dsl,0.8027665309645563
7470-mcqtk,1,0,1,0,0.1690140845070422,0,0,0,0,1,0,1,1,1,0.3034825870646766,0.0709208400646203,1,0,0,0,0,0,0,0,Neutral,-0.1778715716361999,Decide different recently cancel,1.0
2000-mpkca,1,0,0,0,0.8028169014084507,1,1,1,1,1,0,1,1,1,0.890547263681592,0.7285887375951996,0,1,0,1,0,0,1,0,Very Positive,0.904532694673538,Fast years electronic fiber,1.0
1303-srdok,1,0,1,1,0.7605633802816901,1,0,0,0,0,0,0,0,1,0.5054726368159204,0.4412416339718439,0,1,0,0,1,1,0,0,Very Positive,0.976023846769333,Stream home movies allow,1.0
3411-wlrsq,1,1,1,0,0.028169014084507,1,0,0,1,0,0,0,0,1,0.5606965174129352,0.0254154165705054,0,1,0,0,0,0,0,0,Very Positive,0.9056733176231384,Downtime provider highly connection,0.6254751511700362
9770-lxdbk,1,0,0,0,0.028169014084507,1,0,0,0,0,0,0,0,0,0.0213930348258706,0.0051177013616432,0,0,1,0,0,0,0,1,Very Positive,0.9514021008968352,Far mail monthtomonth flexibility,1.0
6621-nrzak,1,0,1,1,0.8732394366197184,1,0,0,0,0,0,0,0,0,0.017412935323383,0.137370182321717,0,0,1,0,1,1,0,0,Very Positive,0.9583981089115144,Five though even make,1.0
8450-jovah,0,0,1,1,0.0140845070422535,1,1,1,0,0,0,0,0,0,0.3825870646766169,0.0109335333487191,1,0,0,0,0,0,0,1,Very Negative,-0.770881774187088,Decide different recently cancel,1.0
5155-azqpb,1,0,1,1,0.3802816901408451,1,1,0,0,0,0,0,0,0,0.3149253731343283,0.1605642741749365,0,0,0,0,0,0,0,1,Very Positive,0.833601126909256,Flexibility need monthtomonth give,1.0
